Country 	County 	City 	Airport 	Latitude 	Longitude 	Altitude 	ICAO 	IATA
United States 	Colorado 	Cheyenne Wells 	Cheyenne Wells Muni 	N38* 49.0004' 	W102* 18.3612' 	1275.28M 	5CO0 	-
United States 	Colorado 	Colorado City 	Greenhorn Valley 	N37* 57.5838' 	W104* 47.0323' 	1766.62M 	CO22 	-
United States 	Colorado 	Colorado Springs 	City Of Colorado Springs Mun 	N38* 48.3483' 	W104* 42.0150' 	1884.88M 	KCOS 	COS
United States 	Colorado 	Colorado Springs 	Meadow Lake 	N38* 56.7450' 	W104* 34.1937' 	2095.20M 	00V 	-
United States 	Colorado 	Colorado Springs 	Rocky Mountain 	N38* 46.9997' 	W104* 44.0317' 	1828.80M 	5CO5 	-
United States 	Colorado 	Colorado Springs 	USAF Academy 	N38* 58.1828' 	W104* 48.7820' 	2003.15M 	KAFF 	-
United States 	Colorado 	Como 	Silver Heels 	N39* 17.5000' 	W105* 52.5000' 	2926.08M 	2CO9 	-
United States 	Colorado 	Conifer 	Meyer Ranch 	N39* 32.9993' 	W105* 17.0328' 	2438.40M 	5CO6 	-
United States 	Colorado 	Cortez 	Cortez Mun 	N37* 18.1800' 	W108* 37.6840' 	1803.81M 	KCEZ 	-
United States 	Colorado 	Cortez 	Tanner Field 	N37* 28.0662' 	W108* 39.8725' 	2023.87M 	CO27 	-
United States 	Colorado 	Cotopaxi 	Lowe Airstrip 	N38* 23.9000' 	W105* 37.2167' 	1889.76M 	CD01 	-
United States 	Colorado 	Craig 	Craig-Moffat 	N40* 29.7133' 	W107* 31.2989' 	1887.63M 	KCAG 	-
United States 	Colorado 	Craig 	Mesa View Ranch 	N40* 46.4981' 	W107* 32.0373' 	2126.89M 	5CO7 	-
United States 	Colorado 	Crawford 	Crawford 	N38* 42.2492' 	W107* 38.6202' 	1972.06M 	99V 	-
United States 	Colorado 	Creede 	Mineral Co Meml 	N37* 49.2500' 	W106* 55.8693' 	2645.66M 	Q39 	-
United States 	Colorado 	Creede 	Mineral Co Meml 	N37* 49.2500' 	W106* 55.8693' 	2645.66M 	C24 	-
United States 	Colorado 	Crested Butte 	Buckhorn Ranch 	N38* 51.1162' 	W106* 55.9692' 	2737.10M 	0CO2 	-
United States 	Colorado 	Deer Trail 	Morris 	N39* 50.1040' 	W103* 44.1358' 	1447.80M 	CD13 	-
United States 	Colorado 	Del Norte 	Del Norte Mun-Co 	N37* 42.8168' 	W106* 21.2688' 	2422.86M 	8V1 	-
United States 	Colorado 	Delta 	Barber Field 	N38* 46.3657' 	W108* 02.6541' 	1539.24M 	CO89 	-
United States 	Colorado 	Delta 	Blake 	N38* 47.1238' 	W108* 03.8197' 	1582.83M 	1V9 	-
United States 	Colorado 	Delta 	Hawkins 	N38* 45.4490' 	W108* 08.8710' 	1524.00M 	D17 	-
United States 	Colorado 	Delta 	Roubideau 	N38* 43.5600' 	W108* 07.7367' 	1493.52M 	27CO 	-
United States 	Colorado 	Delta 	Sky Island Ranch 	N38* 44.2490' 	W108* 00.3540' 	1615.44M 	3CO0 	-
United States 	Colorado 	Denver 	Centennial 	N39* 34.2077' 	W104* 50.9577' 	1793.14M 	KAPA 	APA
United States 	Colorado 	Denver 	Denver Intl 	N39* 51.6993' 	W104* 40.3907' 	1655.37M 	KDEN 	DEN
United States 	Colorado 	Denver 	Front Range 	N39* 47.1150' 	W104* 32.5883' 	1680.06M 	KFTG 	-
United States 	Colorado 	Denver 	Jeffco 	N39* 54.5272' 	W105* 07.0330' 	1728.22M 	KBJC 	BJC
United States 	Colorado 	Dove Creek 	Dove Creek 	N37* 45.8327' 	W108* 53.3230' 	2125.98M 	8V6 	-
United States 	Colorado 	Durango 	Animas 	N37* 12.1907' 	W107* 52.1517' 	2037.28M 	00C 	-
United States 	Colorado 	Durango 	Durango-La Plata Co 	N37* 09.0910' 	W107* 45.2262' 	2037.59M 	KDRO 	-
United States 	Colorado 	Durango 	Val Air 	N37* 20.2667' 	W107* 51.1206' 	1995.83M 	CD82 	-
United States 	Colorado 	Eads 	Eads Mun 	N38* 28.5003' 	W102* 48.5285' 	1293.88M 	9V7 	-
United States 	Colorado 	Eagle 	Eagle Co Regl 	N39* 38.5542' 	W106* 55.0625' 	1991.87M 	KEGE 	EGE
United States 	Colorado 	Eaton 	Crop Air Inc 	N40* 30.7488' 	W104* 39.1144' 	1463.04M 	CO48 	-
United States 	Colorado 	Eckert/Orchard City 	Doctors Mesa 	N38* 51.1656' 	W108* 01.0374' 	1731.26M 	6CO0 	-
United States 	Colorado 	Elbert 	Ambrosich Field 	N39* 13.0661' 	W104* 40.8151' 	2142.13M 	4CO7 	-
United States 	Colorado 	Elbert 	Flying Lazy D Ranch 	N39* 09.7494' 	W104* 32.0815' 	2106.17M 	CO49 	-
United States 	Colorado 	Elbert 	Kelly Air Park 	N39* 13.4800' 	W104* 38.3940' 	2145.79M 	CO15 	-
United States 	Colorado 	Elizabeth 	Circle 8 Ranch 	N39* 20.0826' 	W104* 32.7815' 	2026.92M 	CO42 	-
United States 	Colorado 	Elizabeth 	D Bar D 	N39* 16.8800' 	W104* 34.3870' 	2048.26M 	9CO6 	-
United States 	Colorado 	Elizabeth 	Dietrichs 	N39* 19.9493' 	W104* 33.9815' 	2066.54M 	3CO7 	-
United States 	Colorado 	Elizabeth 	Flyin' B Ranch 	N39* 19.4000' 	W104* 34.4000' 	2048.26M 	CD45 	-
United States 	Colorado 	Elizabeth 	Pine View 	N39* 20.6660' 	W104* 34.8649' 	2003.15M 	8CO9 	-
United States 	Colorado 	Ellicott 	Bullseye 	N38* 45.4664' 	W104* 18.4977' 	1839.77M 	CO90 	-
United States 	Colorado 	Ellicott 	Colorado Springs East 	N38* 52.4663' 	W104* 24.5980' 	1873.00M 	A50 	-
United States 	Colorado 	Erie 	Erie Municipal 	N40* 00.6135' 	W105* 02.8785' 	1563.62M 	48V 	-
United States 	Colorado 	Erie 	Parkland 	N40* 04.2991' 	W105* 02.0155' 	1539.24M 	7CO0 	-
United States 	Colorado 	Evergreen 	Marshdale 	N39* 34.9993' 	W105* 18.1995' 	2346.96M 	CO52 	-
United States 	Colorado 	Falcon 	G W Flanders Ranch Strip 	N38* 58.9996' 	W104* 38.0317' 	2212.85M 	CO54 	-
United States 	Colorado 	Firestone 	Wings N Things Airpark & Museum 	N40* 06.3490' 	W104* 57.2820' 	1524.00M 	CO58 	-
United States 	Colorado 	Flagler 	Flagler Aerial Spraying Inc 	N39* 16.7994' 	W103* 03.9961' 	1507.24M 	CO00 	-
United States 	Colorado 	Fort Collins 	Christman Field 	N40* 35.8323' 	W105* 08.6155' 	1572.77M 	CO55 	-
United States 	Colorado 	Fort Collins 	Hat-Field 	N40* 30.6167' 	W105* 00.0833' 	1488.95M 	6CO4 	-
United States 	Colorado 	Fort Collins 	Wkr 	N40* 31.2500' 	W104* 58.0067' 	1475.23M 	65CO 	-
United States 	Colorado 	Fort Collins 	Yankee Field 	N40* 38.0823' 	W104* 59.4651' 	1539.24M 	CO53 	-
United States 	Colorado 	Fowler 	Fowler 	N38* 04.3504' 	W104* 02.7477' 	1349.65M 	CO80 	-
United States 	Colorado 	Franktown 	Kostroski 	N39* 21.9994' 	W104* 40.6984' 	2042.16M 	43CO 	-
United States 	Colorado 	Franktown 	Reed Hollow Ranch 	N39* 22.3000' 	W104* 44.5833' 	1889.76M 	CO96 	-
United States 	Colorado 	Ft Carson 	Butts AAF (Fort Carson) 	N38* 40.7000' 	W104* 45.3900' 	1779.42M 	KFCS 	-
United States 	Colorado 	Ft Collins 	Ft Collins Downtown 	N40* 35.3002' 	W105* 02.5005' 	1505.41M 	3V5 	-
United States 	Colorado 	Ft Collins-Loveland 	Ft Collins-Loveland Mun 	N40* 27.1090' 	W105* 00.6803' 	1528.88M 	KFNL 	FNL
United States 	Colorado 	Ft Morgan 	Ft Morgan Mun 	N40* 20.0540' 	W103* 48.2370' 	1392.02M 	3V4 	-
United States 	Colorado 	Galeton 	Hay Fever Farm 	N40* 32.7500' 	W104* 33.8667' 	1475.23M 	CO59 	-
United States 	Colorado 	Gardner 	Golden Field (Yellow Hat) 	N37* 50.5336' 	W105* 12.8333' 	2350.01M 	CO61 	-
United States 	Colorado 	Gateway 	Hendricks Field At West Creek Ranch 	N38* 42.3323' 	W108* 56.2397' 	1469.14M 	63CO 	-
United States 	Colorado 	Gateway 	Hubbard 	N38* 40.9991' 	W108* 59.0399' 	1423.42M 	9CO3 	-
United States 	Colorado 	Glade Park 	Pinyon 	N39* 00.1656' 	W108* 42.6225' 	2127.50M 	CO43 	-
United States 	Colorado 	Glenwood Springs 	Glenwood Springs Mun 	N39* 30.4990' 	W107* 18.6865' 	1803.20M 	KGWS 	-
United States 	Colorado 	Granby 	Granby Sports Park 	N40* 02.9167' 	W105* 56.3000' 	2471.93M 	CO86 	-
United States 	Colorado 	Granby 	Granby-Grand Co 	N40* 05.4992' 	W105* 55.0342' 	2500.27M 	KGNB 	-
United States 	Colorado 	Grand Junction 	Walker 	N39* 07.3448' 	W108* 31.6042' 	1480.72M 	KGJT 	GJT
United States 	Colorado 	Greeley 	Easton 	N40* 19.8322' 	W104* 36.5310' 	1469.14M 	11V 	-
United States 	Colorado 	Greeley 	Greeley-Weld Co 	N40* 26.2443' 	W104* 37.9927' 	1431.65M 	KGXY 	-
United States 	Colorado 	Greeley 	Uhrich 	N40* 27.6322' 	W104* 38.7311' 	1437.13M 	CO70 	-
United States 	Colorado 	Guffey 	Coyote Creek Ranch 	N38* 40.3510' 	W105* 20.1650' 	2447.54M 	30CO 	-
United States 	Colorado 	Guffey 	Dave Nash Ranch 	N38* 45.5828' 	W105* 23.0327' 	2560.32M 	7CO1 	-
United States 	Colorado 	Gunnison 	Gunnison-Crested Butte Regl 	N38* 32.0367' 	W106* 55.9817' 	2340.86M 	KGUC 	-
United States 	Colorado 	Gypsum 	Gypsum Creek Ranch 	N39* 35.9991' 	W106* 58.4527' 	2048.26M 	CO47 	-
United States 	Colorado 	Hartman 	Air-Sprayers Nr 2 	N38* 06.0006' 	W102* 13.0280' 	1100.33M 	CO73 	-
United States 	Colorado 	Haxtun 	Haxtun Mun 	N40* 37.4995' 	W102* 36.1948' 	1229.87M 	17V 	-
United States 	Colorado 	Hayden 	Yampa Valley 	N40* 28.8702' 	W107* 13.0602' 	2012.29M 	KHDN 	HDN
United States 	Colorado 	Henderson 	Henderson 	N39* 54.9991' 	W104* 52.0319' 	1528.57M 	5CO3 	-
United States 	Colorado 	Hillside 	Lake Creek Soaringport 	N38* 17.4999' 	W105* 36.6668' 	2194.56M 	92CO 	-
United States 	Colorado 	Holly 	Holly 	N38* 02.0007' 	W102* 07.0278' 	1033.27M 	K08 	-
United States 	Colorado 	Holyoke 	Holyoke Mun 	N40* 34.1658' 	W102* 16.3613' 	1136.90M 	KHEQ 	-
United States 	Colorado 	Hotchkiss 	Cridler Field 	N38* 50.8990' 	W107* 50.0037' 	1969.01M 	3CO1 	-
United States 	Colorado 	Hotchkiss 	Eden Ranch 	N38* 50.1823' 	W107* 51.9538' 	1874.52M 	CO76 	-
United States 	Colorado 	Hotchkiss 	Flying W No.2 	N38* 53.1333' 	W107* 48.2700' 	2165.60M 	51CO 	-
United States 	Colorado 	Hotchkiss 	Hawkins Ranch 	N38* 50.4990' 	W107* 52.5371' 	1889.76M 	7CO2 	-
United States 	Colorado 	Hotchkiss 	Omega 1 	N38* 50.1283' 	W107* 48.9117' 	1953.46M 	12CO 	-
United States 	Colorado 	Hotchkiss 	Redlands 	N38* 50.1990' 	W107* 47.5703' 	1859.28M 	44CO 	-
United States 	Colorado 	Hotchkiss 	Widner 	N38* 50.0323' 	W107* 53.5372' 	1834.90M 	8CO5 	-
United States 	Colorado 	Hudson 	Horth Strip 	N39* 58.7157' 	W104* 35.6145' 	1563.01M 	CO77 	-
United States 	Colorado 	Hudson 	Lindys Airpark 	N40* 02.3323' 	W104* 37.4478' 	1536.19M 	7CO3 	-
United States 	Colorado 	Hudson 	Platte Valley 	N40* 05.9990' 	W104* 42.0647' 	1513.33M 	18V 	-
United States 	Colorado 	Hudson 	Stevens 	N39* 57.9990' 	W104* 39.0313' 	1578.86M 	60CO 	-
United States 	Colorado 	Idalia 	Bonny 	N39* 38.2163' 	W102* 10.7614' 	1144.52M 	CO25 	-
United States 	Colorado 	Jefferson 	Heckendorf Ranches - Georgia Pass Ranch 	N39* 24.4992' 	W105* 50.2007' 	3008.07M 	77CO 	-
United States 	Colorado 	Joes 	Hill 	N39* 37.2493' 	W102* 44.6125' 	1324.36M 	CO81 	-
United States 	Colorado 	Julesburg 	Julesburg Mun 	N40* 58.2345' 	W102* 18.9107' 	1072.90M 	7V8 	-
United States 	Colorado 	Keenesburg 	Horseshoe Landings 	N40* 06.4989' 	W104* 25.8640' 	1463.04M 	CO60 	-
United States 	Colorado 	Keenesburg 	Jjs 	N39* 57.8490' 	W104* 27.7808' 	1546.86M 	CO56 	-
United States 	Colorado 	Keenesburg 	Land 	N40* 05.7490' 	W104* 35.3644' 	1524.00M 	CO82 	-
United States 	Colorado 	Keenesburg 	The Farm 	N40* 05.8990' 	W104* 25.5140' 	1469.14M 	62CO 	-
United States 	Colorado 	Kersey 	Beaugh 	N40* 20.4333' 	W104* 34.4000' 	1453.90M 	9CO7 	-
United States 	Colorado 	Kiowa 	Chaparral 	N39* 27.8383' 	W104* 15.4733' 	1807.46M 	CO18 	-
United States 	Colorado 	Kiowa 	Commanche Creek 	N39* 15.8167' 	W104* 25.6167' 	2017.78M 	07CO 	-
United States 	Colorado 	Kirk 	Idler Bro's 	N39* 40.7661' 	W102* 35.4456' 	1280.16M 	72CO 	-
United States 	Colorado 	Kirk 	Idlers Fld 	N39* 36.4995' 	W102* 32.4454' 	1267.66M 	CO84 	-
United States 	Colorado 	Kremmling 	McElroy 	N40* 03.2208' 	W106* 22.1368' 	2258.87M 	20V 	20V
United States 	Colorado 	La Junta 	La Junta Mun 	N38* 02.9832' 	W103* 30.5658' 	1291.74M 	KLHX 	-
United States 	Colorado 	La Junta 	Wine Glass Intl 	N37* 38.1842' 	W103* 39.4636' 	1435.00M 	6CO3 	-
United States 	Colorado 	La Veta 	Cuchara Valley Apt At La Veta 	N37* 31.4295' 	W105* 00.5562' 	2180.23M 	07V 	-
United States 	Colorado 	Lamar 	Lamar Mun 	N38* 04.1820' 	W102* 41.3097' 	1129.59M 	KLAA 	-
United States 	Colorado 	Larkspur 	Perry Park 	N39* 14.9993' 	W104* 53.4488' 	2042.16M 	CO93 	-
United States 	Colorado 	Las Animas 	City Of Las Animas- Bent Co 	N38* 03.1670' 	W103* 14.2292' 	1193.29M 	7V9 	-
United States 	Colorado 	Last Chance 	Chenoweth 	N39* 49.9991' 	W103* 35.3801' 	1431.65M 	0CO5 	-
United States 	Colorado 	Last Chance 	Frasier Ranch 	N39* 38.4991' 	W103* 38.6969' 	1524.00M 	CO92 	-
United States 	Colorado 	Leadville 	Lake Co 	N39* 13.2167' 	W106* 18.9667' 	3026.05M 	KLXV 	-
United States 	Colorado 	Limon 	Limon Mun 	N39* 16.3658' 	W103* 39.9803' 	1635.25M 	KLIC 	-
United States 	Colorado 	Lindon 	Decker Farms 	N39* 42.4158' 	W103* 21.0965' 	1539.24M 	CO94 	-
United States 	Colorado 	Littleton 	Bowen Farms Nr 1 	N39* 32.9993' 	W105* 02.0323' 	1661.16M 	CO98 	-
United States 	Colorado 	Longmont 	Brand 	N40* 09.8203' 	W105* 09.7822' 	1539.85M 	2V2 	2V2
United States 	Colorado 	Louisville 	Dave's 	N40* 01.9991' 	W105* 07.4324' 	1575.82M 	0CO1 	-
United States 	Colorado 	Mack 	Mack Mesa 	N39* 16.0322' 	W108* 51.8230' 	1439.88M 	C07 	-
United States 	Colorado 	Mead 	Carrera Airpark 	N40* 12.9990' 	W104* 57.0319' 	1513.33M 	93CO 	-
United States 	Colorado 	Mead 	Cartwheel 	N40* 12.4990' 	W105* 00.7821' 	1527.05M 	0CO8 	-
United States 	Colorado 	Mead 	Frontier Airstrip 	N40* 12.7490' 	W104* 58.9487' 	1517.60M 	84CO 	-
United States 	Colorado 	Mead 	Rancho De Aereo 	N40* 12.8990' 	W104* 59.0654' 	1517.29M 	05CO 	-
United States 	Colorado 	Meeker 	Meeker 	N40* 02.9280' 	W107* 53.1552' 	1957.12M 	KEEO 	-
United States 	Colorado 	Mesa 	Phylcon Ranch 	N39* 07.7487' 	W108* 08.5378' 	2007.11M 	9CO9 	-
United States 	Colorado 	Milliken 	Jackrabbit Strip 	N40* 22.4989' 	W104* 52.3650' 	1524.00M 	2CO3 	-
United States 	Colorado 	Monte Vista 	McCullough 	N37* 38.6001' 	W106* 02.8182' 	2321.05M 	02CO 	-
United States 	Colorado 	Monte Vista 	Monte Vista Mun 	N37* 31.7135' 	W106* 02.7632' 	2318.92M 	KMVI 	-
United States 	Colorado 	Monte Vista 	Van Treese 	N37* 39.5001' 	W106* 02.0348' 	2320.44M 	0CO9 	-
United States 	Colorado 	Montrose 	Flying M Ranch 	N38* 29.2825' 	W107* 40.4533' 	2194.56M 	39CO 	-
United States 	Colorado 	Montrose 	Happy Canyon Aero Ranch 	N38* 24.9992' 	W107* 54.0371' 	1889.76M 	64CO 	-
United States 	Colorado 	Montrose 	Montrose Regl 	N38* 30.5878' 	W107* 53.6547' 	1755.34M 	KMTJ 	-
United States 	Colorado 	Montrose 	Woods 	N38* 23.3326' 	W107* 49.3870' 	1865.38M 	73CO 	-
United States 	Colorado 	Monument 	Mountain View Ranch 	N39* 06.5827' 	W104* 39.2317' 	2286.00M 	52CO 	-
United States 	Colorado 	New Raymer 	Mile Hi 	N40* 53.9989' 	W104* 50.0315' 	1606.30M 	47CO 	-
United States 	Colorado 	New Raymer 	Williams Ranch 	N40* 36.2492' 	W103* 56.3637' 	1481.33M 	7CO4 	-
United States 	Colorado 	New Raymer 	Wirth Field 	N40* 30.8167' 	W103* 54.7167' 	1487.73M 	CO06 	-
United States 	Colorado 	Niwot 	Colorado Antique Field 	N40* 07.3491' 	W105* 10.3491' 	1545.03M 	8CO7 	-
United States 	Colorado 	Norwood 	Flying M & M Ranch 	N38* 13.1660' 	W108* 12.7880' 	2438.40M 	0CO6 	-
United States 	Colorado 	Norwood 	Williams Ranch 	N38* 09.7494' 	W108* 20.4217' 	2085.44M 	1CO2 	-
United States 	Colorado 	Nucla 	Hopkins 	N38* 14.3278' 	W108* 33.7957' 	1809.29M 	6V6 	-
United States 	Colorado 	Nunn 	Bellmore Farms 	N40* 42.2488' 	W104* 47.8648' 	1592.58M 	1CO3 	-
United States 	Colorado 	Nunn 	Shaull Farm Airstrip 	N40* 43.2988' 	W104* 46.6813' 	1595.63M 	48CO 	-
United States 	Colorado 	Oak Creek 	Pleasant Valley 	N40* 20.4821' 	W106* 50.9695' 	2170.18M 	5CO8 	-
United States 	Colorado 	Olathe 	Clifford Field 	N38* 34.4991' 	W107* 57.5372' 	1694.69M 	1CO4 	-
United States 	Colorado 	Orchard 	Yocam Ranch 	N40* 17.9989' 	W104* 13.7804' 	1359.71M 	7CO5 	-
United States 	Colorado 	Otis 	Stansfield 	N40* 10.9156' 	W102* 55.3295' 	1312.16M 	26V 	-
United States 	Colorado 	Pagosa Springs 	Stevens 	N37* 16.6503' 	W107* 03.3525' 	2346.96M 	2V1 	2V1
United States 	Colorado 	Paonia 	North Fork Valley 	N38* 49.8992' 	W107* 38.7535' 	1767.23M 	7V2 	-
United States 	Colorado 	Parker 	Everitt 	N39* 31.7493' 	W104* 39.4816' 	1918.72M 	1CO8 	-
United States 	Colorado 	Penrose 	Braun 	N38* 27.3166' 	W105* 05.0324' 	1689.51M 	32CO 	-
United States 	Colorado 	Peyton 	Cherokee Trail Ranch 	N39* 06.6328' 	W104* 35.0316' 	2206.75M 	2CO1 	-
United States 	Colorado 	Peyton 	Fat Chance 	N39* 06.3667' 	W104* 32.6333' 	2164.08M 	36CO 	-
United States 	Colorado 	Platteville 	Kugel-Strong 	N40* 12.7500' 	W104* 44.6667' 	1508.76M 	03CO 	-
United States 	Colorado 	Poncha Springs 	Cmrs Airdrome 	N38* 32.4165' 	W106* 06.2844' 	2399.39M 	2CO2 	-
United States 	Colorado 	Pueblo 	Edenway 	N38* 20.8334' 	W104* 37.9318' 	1514.86M 	2CO5 	-
United States 	Colorado 	Pueblo 	Huerfano AG 	N38* 06.0003' 	W104* 25.5316' 	1459.99M 	46CO 	-
United States 	Colorado 	Pueblo 	Pueblo Meml 	N38* 17.3452' 	W104* 29.7948' 	1440.48M 	KPUB 	PUB
United States 	Colorado 	Pueblo 	Rock Creek 	N38* 08.1833' 	W104* 48.8833' 	1725.17M 	99CO 	-
United States 	Colorado 	Pueblo 	Simonson Field 	N38* 09.1000' 	W104* 42.3833' 	1563.62M 	80CO 	-
United States 	Colorado 	Pueblo West 	West Pueblo 	N38* 21.8000' 	W104* 44.2817' 	1565.15M 	7CO8 	-
United States 	Colorado 	Punkin Center 	Lone Tree Ranch 	N38* 52.9200' 	W103* 48.5380' 	1684.02M 	35CO 	-
United States 	Colorado 	Rangely 	Rangely 	N40* 05.6388' 	W108* 45.7827' 	1607.82M 	4V0 	-
United States 	Colorado 	Red Feather Lakes 	Crystal Lakes 	N40* 51.0988' 	W105* 37.9830' 	2572.51M 	25CO 	-
United States 	Colorado 	Red Mesa 	Monte Madeira 	N37* 05.2833' 	W108* 09.9000' 	1987.30M 	17CO 	-
United States 	Colorado 	Rifle 	Garfield Co Regl 	N39* 31.5788' 	W107* 43.6170' 	1689.81M 	KRIL 	RIL
United States 	Colorado 	Rocky Ford 	Melon 	N38* 00.9172' 	W103* 41.9470' 	1298.45M 	2V8 	-
United States 	Colorado 	Roggen 	Air Dusters Inc 	N40* 05.5989' 	W104* 22.5139' 	1456.94M 	49CO 	-
United States 	Colorado 	Roggen 	Reid Ranches 	N40* 06.9989' 	W104* 19.0305' 	1469.14M 	7CO6 	-
United States 	Colorado 	Roggen 	Westberg-Rosling Farms 	N40* 02.8323' 	W104* 12.5637' 	1480.41M 	74CO 	-
United States 	Colorado 	Rush 	Cable's Corners 	N38* 50.1390' 	W104* 08.1080' 	1940.05M 	22CO 	-
United States 	Colorado 	Rush 	High Mesa 	N38* 50.6317' 	W103* 59.3967' 	1828.80M 	23CO 	-
United States 	Colorado 	Rush 	Terra Firma 	N38* 43.9483' 	W104* 02.4800' 	1706.88M 	08CO 	-
United States 	Colorado 	Rye 	Mann Ranch 	N37* 52.1104' 	W104* 50.0363' 	1828.80M 	95CO 	-
United States 	Colorado 	Saguache 	Saguache Mun 	N38* 05.8333' 	W106* 10.1182' 	2385.36M 	04V 	-
United States 	Colorado 	Salida 	Alexander 	N38* 32.3498' 	W106* 02.7508' 	2282.65M 	0V2 	-
United States 	Colorado 	Salida 	Dodsworth 	N38* 33.0831' 	W105* 59.5341' 	2279.90M 	1CO7 	-
United States 	Colorado 	Salida 	Granite Mountain Lodge 	N38* 24.9667' 	W106* 03.5000' 	2743.20M 	CO11 	-
United States 	Colorado 	San Luis 	Melby Ranch Airstrip 	N37* 03.9000' 	W105* 27.8167' 	2688.34M 	33CO 	-
United States 	Colorado 	Sawpit 	Wilson Ranch 	N38* 03.2167' 	W107* 58.9667' 	2919.98M 	CO68 	-
United States 	Colorado 	South Fork 	Chapman Field 	N37* 40.5002' 	W106* 33.3691' 	2468.88M 	CD10 	-
United States 	Colorado 	South Fork 	Morning Shadows Ranch 	N37* 44.4168' 	W106* 31.5358' 	2529.84M 	CD69 	-
United States 	Colorado 	Springfield 	Springfield Mun 	N37* 27.7842' 	W102* 37.1283' 	1337.16M 	8V7 	-
United States 	Colorado 	Steamboat Springs 	Lucky L Ranch 	N40* 21.5000' 	W106* 49.8000' 	2133.60M 	CD99 	-
United States 	Colorado 	Steamboat Springs 	Mesa 1 	N40* 24.3667' 	W106* 49.2833' 	2133.60M 	81CO 	-
United States 	Colorado 	Steamboat Springs 	Sidney Peak Ranch 	N40* 23.3321' 	W106* 51.2029' 	2087.88M 	1CO5 	-
United States 	Colorado 	Steamboat Springs 	Skyote 	N40* 45.4816' 	W106* 58.3198' 	2499.36M 	CD02 	-
United States 	Colorado 	Steamboat Springs 	Steamboat Springs/Adams 	N40* 30.9755' 	W106* 51.9780' 	2096.41M 	KSBS 	SBS
United States 	Colorado 	Sterling 	Mertens 	N40* 37.0490' 	W103* 19.9961' 	1277.72M 	3CO2 	-
United States 	Colorado 	Sterling 	Sterling Mun 	N40* 36.9198' 	W103* 15.8910' 	1230.78M 	KSTK 	-
United States 	Colorado 	Stonewall 	Tercio Ranch Airstrip 	N37* 04.2512' 	W105* 01.1167' 	2425.29M 	3CO4 	-
United States 	Colorado 	Strasburg 	Comanche Airfield Llc 	N39* 44.8317' 	W104* 18.7800' 	1630.68M 	CO38 	-
United States 	Colorado 	Strasburg 	Comanche Livestock 	N39* 49.9990' 	W104* 19.0308' 	1594.10M 	59CO 	-
United States 	Colorado 	Strasburg 	Comanche Springs Ranch 	N39* 43.2488' 	W104* 19.3833' 	1656.59M 	CO97 	-
United States 	Colorado 	Sugar City 	Sand Arroya 	N38* 27.1668' 	W103* 31.7798' 	1392.94M 	6CO6 	-
United States 	Colorado 	Swink 	Cottonwood Field 	N38* 03.3338' 	W103* 39.1968' 	1274.06M 	09CO 	-
United States 	Colorado 	Telluride 	Telluride Regl 	N37* 57.2255' 	W107* 54.5088' 	2766.97M 	KTEX 	TEX
United States 	Colorado 	Telluride 	Wilson Ranch 	N38* 03.1662' 	W107* 58.7707' 	2919.98M 	CO95 	-
United States 	Colorado 	Trinidad 	Stokes 	N37* 15.5627' 	W104* 20.4405' 	1756.26M 	KTAD 	-
United States 	Colorado 	Two Buttes 	Rons Field 	N37* 33.1841' 	W102* 23.5280' 	1248.46M 	53CO 	-
United States 	Colorado 	Walden 	Walden-Jackson Co 	N40* 44.9987' 	W106* 16.2848' 	2483.82M 	33V 	-
United States 	Colorado 	Walsenburg 	Spanish Peaks 	N37* 41.7983' 	W104* 47.1067' 	1844.04M 	4V1 	-
United States 	Colorado 	Walsh 	Griffin Field 	N37* 23.5009' 	W102* 16.7777' 	1208.23M 	4CO3 	-
United States 	Colorado 	Watkins 	Van Slyke Field 	N39* 41.7658' 	W104* 28.5478' 	1737.36M 	9CO2 	-
United States 	Colorado 	Wellington 	Burnham Field 	N40* 46.8823' 	W104* 55.0483' 	1711.45M 	6CO1 	-
United States 	Colorado 	Wellington 	Owl Canyon 	N40* 48.2823' 	W104* 59.0983' 	1690.12M 	4CO2 	-
United States 	Colorado 	Westcliffe 	Geary Ranch 	N38* 02.7500' 	W105* 28.2835' 	2529.84M 	CO65 	-
United States 	Colorado 	Westcliffe 	Silver West 	N38* 00.6927' 	W105* 22.2130' 	2526.79M 	C08 	-
United States 	Colorado 	Wiggins 	Kent 	N40* 15.1655' 	W104* 00.1970' 	1365.50M 	8CO0 	-
United States 	Colorado 	Wiggins 	Vallery 	N40* 14.3317' 	W103* 59.5300' 	1365.50M 	89CO 	-
United States 	Colorado 	Wray 	Wray Mun 	N40* 06.0193' 	W102* 14.4577' 	1117.70M 	2V5 	-
United States 	Colorado 	Yoder 	Peakview 	N38* 55.4995' 	W104* 09.5309' 	1941.58M 	97CO 	-
United States 	Colorado 	Yoder 	Tranquila 	N38* 53.1662' 	W104* 14.9310' 	1926.34M 	88CO 	-
United States 	Colorado 	Yuma 	Jackson Field 	N40* 11.6658' 	W102* 41.8958' 	1242.06M 	CD05 	-
United States 	Colorado 	Yuma 	Koenig 	N40* 06.4992' 	W102* 43.6959' 	1264.92M 	8CO8 	-
United States 	Colorado 	Yuma 	Yuma Mun 	N40* 06.2492' 	W102* 42.7792' 	1260.65M 	2V6 	-
